#
# [ASteCA v0.4.2-dev]
#
# Created:  [2021-11-05 21:20:54]
# Modified: [2021-11-06 09:33:27]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# r_c: Core radius (3-P King profile).
# r_t: Tidal radius (3-P King profile).
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#           fitted King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#         background.
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
NAME                                  c_x        c_y       r_cl        r_c       rc16       rc84        r_t       rt16       rt84      CI   n_memb_k     n_memb     a_f     z_mean      z_MAP   z_median     z_mode     z_16th     z_84th      z_std  z_R^2     a_mean      a_MAP   a_median     a_mode     a_16th     a_84th      a_std  a_R^2     E_mean      E_MAP   E_median     E_mode     E_16th     E_84th      E_std  E_R^2     d_mean      d_MAP   d_median     d_mode     d_16th     d_84th      d_std  d_R^2     M_mean      M_MAP   M_median     M_mode     M_16th     M_84th      M_std  M_R^2     b_mean      b_MAP   b_median     b_mode     b_16th     b_84th      b_std  b_R^2         Nt
01/eso09218                      0.001825  -0.003380   0.051450        nan        nan        nan        nan        nan        nan    1.01        nan        nan    0.95     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.74598    9.72293    9.74519    9.77755    9.72012    9.77829  0.0326653    0.8   0.178228   0.178833   0.177709   0.177855   0.172492    0.18479 0.00602448   0.95    14.9132    14.9254    14.9135    14.9251    14.8942    14.9295  0.0214423   0.92    18125.7    16962.4    18409.5    16959.5    16939.7    19239.2    1444.19   0.89        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
02/vdbh37                        0.001589   0.021896   0.037203        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.68     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.28078    9.37837    9.40971    9.42221    8.91559    9.58983   0.410378   0.82   0.935669   0.862126   0.846946   0.831365   0.791803    1.18988    0.21478   0.74    11.2416    11.0718    11.0465    10.9727    10.8012    12.0514    0.56018   0.83    976.843    1012.02    976.297    1001.82    762.882     1172.9    209.956   0.99        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
02/vdbh4                         0.001355   0.004102   0.029981        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.71     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    8.89041    8.71566    8.79489    8.79332    8.73579     9.1929   0.235313    0.7   0.385137   0.489963   0.453044   0.461712   0.142997   0.481574   0.151006   0.65    14.6298    14.7399      14.83    14.8648    13.9871    14.9212   0.442082   0.73    761.321    877.314    783.787    882.643     495.97    980.517    223.249   0.98        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
#
# 03,04: z=0.0152, b_fr=free
03/arpm2                        -0.003362   0.002218   0.052333        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.85     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.71941    9.72975    9.73354    9.73943    9.65251    9.75652  0.0637106   0.86   0.552052   0.556746    0.55318   0.554188   0.536504    0.56871  0.0173584   0.99    15.2426    15.1978    15.2385    15.2153    15.1622    15.3932   0.149815   0.89    23313.4    21028.5    22266.5    21911.6    12028.8    32369.2    10132.3   0.96   0.636694   0.676806   0.670335    0.67958   0.411196   0.838426   0.218394   0.93   3.10E+00
03/ber102                        0.002893  -0.000167   0.042371        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.73927    9.76691    9.74997    9.75444    9.68886    9.77494  0.0773117   0.89   0.405159   0.403367   0.404392     0.4033   0.388287   0.422897  0.0225536   0.95       14.3    14.2444    14.2367     14.218    14.1755    14.5348   0.171461    0.9    6313.95    5760.17    5658.23    4939.91    4315.81    8464.13     2403.7   0.86   0.550559   0.602007   0.571513   0.606306   0.350559   0.731023    0.17578   0.99   3.10E+00
03/ber25                         0.059285   0.031199   0.065073        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.75     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.77336    9.68241    9.79579     9.8011    9.69494    9.84251  0.0843036   0.83   0.335842   0.357023   0.330379   0.328019   0.317062    0.35663  0.0239241   0.84    14.3761     14.436    14.3593    14.3588    14.2783     14.451   0.149248   0.85    19656.7    23371.5    20313.4    23644.5    11033.8    27431.8    7759.74   0.98   0.844026   0.960618   0.908944   0.951337   0.681156   0.973404   0.159264   0.83   3.10E+00
03/ber26                        -0.018679  -0.011852   0.041360        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.42     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.91658    9.87357    9.88426    9.86119    9.83597    10.0747   0.107502   0.93   0.550452   0.585039   0.562198   0.581188    0.49639   0.590681  0.0408973    0.9    13.4887    13.9006     13.445      13.39    13.1159     13.916   0.368956   0.98    6457.35    8847.72    5674.16    4378.13    3102.27    9949.05     3678.2   0.92   0.734489   0.832572   0.787085   0.892192    0.50949   0.944277   0.215072   0.91   3.10E+00
03/ber29                        -0.053855   0.009055   0.050544        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.63826    9.62815    9.63642    9.63124    9.62631    9.66564  0.0277074    0.8     0.0194  0.0138983  0.0186992  0.0182834 0.00967726  0.0289625  0.0100461   0.97    15.6342    15.5918    15.5812    15.5211    15.4979     15.845   0.146994   0.88    9152.35    5639.17    6678.92    5881.55    5066.61    14948.8    5716.99   0.76   0.371808   0.165914   0.258297   0.146246  0.0877355    0.75581   0.290693   0.89   3.10E+00
03/ber56                        -0.012303   0.001099   0.080726        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.78686    9.79586    9.79362    9.79661    9.76613    9.80201  0.0200847   0.86   0.432994   0.438197   0.433879   0.435595   0.424678   0.439725 0.00751414   0.99    15.1848    15.1608    15.1744    15.1692    15.1553    15.2183  0.0383394   0.89    66289.5    62990.5    65179.0    65096.2    53228.3    80839.0    12041.3   0.96   0.637876   0.590623   0.629035   0.610716   0.568479    0.72583  0.0722896   0.97   3.10E+00
03/ber73                         0.022540   0.030855   0.033241        nan        nan        nan        nan        nan        nan    0.64        nan        nan    0.92     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.84526    9.77577    9.85251    9.84908    9.81978    9.89684  0.0923461   0.55  0.0419321  0.0351915  0.0372537  0.0360911  0.0212145  0.0563055  0.0349156   0.54    13.3895    13.4191    13.3857    13.4009    13.1953    13.5336   0.202715   0.87    3442.27    2674.97    2822.33    2205.49     1835.1    4868.04    2025.83   0.79   0.467325   0.529667   0.462557   0.494595   0.181516   0.752235   0.252514   0.97   3.10E+00
03/ber75                         0.000112   0.004227   0.032595        nan        nan        nan        nan        nan        nan    1.43        nan        nan    0.89     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.80808    9.83073     9.8303     9.8403    9.75138    9.85452  0.0688545   0.78  0.0360483  0.0359949  0.0330282   0.030922   0.024544  0.0481812  0.0170576   0.83    14.2825    14.1057    14.1757    14.1319     14.086     14.561   0.241047   0.87     4436.0    2317.28    2885.04    2418.49    2201.91    7321.98    3696.66   0.68    0.30711  0.0374292   0.129669  0.0741742  0.0315873     0.7991   0.336179   0.78   3.10E+00
03/ber76                         0.010970   0.005711   0.069275        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.88     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.34591    9.31986    9.31581    9.31551    9.28662    9.36384   0.129137   0.48   0.544637   0.554246   0.555695   0.557605   0.533745   0.567816   0.044247   0.59     13.583    13.6416    13.6284    13.6316    13.5407     13.716   0.236927   0.66    5432.57    4951.37    4976.47    4720.04     3555.8    7085.61    2288.02   0.88   0.647198    0.63792   0.655168   0.673574   0.458864   0.837728   0.177816   0.99   3.10E+00
03/czernik30                    -0.031131   0.018617   0.043015        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.68     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.60438    9.52742    9.57339    9.55746    9.53275    9.73384   0.088747    0.9   0.218385   0.230305   0.223178   0.225195   0.191697   0.234639  0.0227136   0.89     14.079    13.9596    14.1081    14.1692    13.9011    14.2262   0.160006   0.96    6868.26    3713.28    6308.13    5620.04    3976.16    9807.66    3028.27   0.94   0.723864    0.56847   0.761943   0.824925   0.528669   0.902611   0.186017   0.94   3.10E+00
03/eso09205                     -0.003015  -0.006759   0.052485        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.84386     9.8394     9.8469    9.84566    9.83275    9.86203  0.0233977   0.71  0.0803791  0.0803748  0.0798088  0.0794489  0.0752489  0.0851669 0.00687378   0.93    15.1102    15.0861     15.092    15.0937    15.0681    15.1148   0.103604   0.47    13297.5    13540.7    12405.2    12574.1    11097.7    13483.9    4812.44   0.43   0.178008   0.157667   0.146135   0.139411  0.0889496   0.234765   0.152678   0.59   3.10E+00
03/eso09218                      0.001825  -0.003380   0.051450        nan        nan        nan        nan        nan        nan    1.01        nan        nan    0.95     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan      9.811    9.82708    9.82721    9.82728    9.77751    9.83249  0.0486028   0.61   0.154235   0.150019   0.150902   0.150106   0.148092   0.162569  0.0111102    0.8    15.2625     15.245    15.2415    15.2418    15.2197    15.2617  0.0796666   0.61    46893.3    42603.7    43733.0    42821.7    42186.8    53963.3    6695.51   0.85   0.532522   0.508364   0.511636   0.509087    0.49412   0.564867  0.0739286   0.77   3.10E+00
04/eso09308                     -0.000132   0.001790   0.026494        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.58     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.74885    9.56812    9.72666     9.5601    9.54923    10.0019    0.22767   0.85   0.606485   0.592469   0.599944   0.585365   0.568845   0.642511  0.0473668   0.84    15.6228    15.8312      15.67    15.7685    15.4173    15.8617   0.321339   0.64    34763.2    18864.3    29183.5    20350.0    14111.3    58616.0    22280.1   0.93   0.661803   0.633458   0.711547   0.840541   0.399547   0.912071   0.245085   0.94   3.10E+00
04/fsr1212                       0.002485  -0.005474   0.057614        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.72     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.05419    9.05282    9.06168    9.14755    8.95214    9.15083   0.091426   0.85   0.663262   0.660023   0.657714   0.590152   0.585893   0.746999  0.0687497   0.92    15.1102    14.9822    15.0646    15.0053    14.9495    15.2988    0.18455   0.92    7114.45    4433.06    5727.11    4563.93    3829.98    11407.4    3825.69   0.88   0.620966   0.364177   0.616233   0.870571   0.365935   0.889848   0.224918   0.96   3.10E+00
04/fsr1419                      -0.000862   0.012548   0.048699        nan        nan        nan        nan        nan        nan    1.29        nan        nan    0.92     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.60561    9.48352    9.51147    9.49596     9.4838    9.78163   0.157204    0.8    0.58109   0.614905   0.598719   0.607397   0.532007   0.615969  0.0441004   0.86    14.8269     14.921    14.8887    14.9332    14.7043    14.9883   0.211199   0.81    14042.8    19826.4    11968.6    9104.03    7689.86    20743.5    7516.64   0.87   0.623305   0.843536   0.632233   0.761261   0.389928    0.86318   0.216232   0.97   3.10E+00
04/kronberger31                 -0.002245   0.007536   0.037914        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.77     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    8.94863    8.95728    8.94668    8.93413    8.93085    8.96582  0.0228572   0.69    1.26774    1.25101    1.26842    1.26855     1.2503    1.28593  0.0207779   0.93    14.6722    14.7086     14.674    14.6762    14.6037    14.7417  0.0809906   0.97    9043.54     7510.1    8355.71    7323.55    6373.18    12030.2    2899.64   0.95   0.811517   0.780236   0.809519   0.780087   0.708059   0.927485   0.108381   0.97   3.10E+00
04/kronberger39                 -0.002498  -0.000535   0.011214        nan        nan        nan        nan        nan        nan    1.32        nan        nan    0.88     0.0152     0.0152     0.0152     0.0152        nan        nan        nan    nan    9.45532    9.36496    9.41504    9.37314    9.34268    9.59828   0.151907   0.87   0.760283   0.794241   0.770484   0.780699   0.704537    0.81245  0.0622116   0.95    15.5417    15.6189     15.583    15.6182    15.3497    15.7649   0.259603   0.89    13364.9    6731.71    11292.1    8085.58    5936.14    20745.8    8533.29   0.86   0.671228    0.48637   0.731885   0.881381   0.371835   0.932611   0.257141   0.92   3.10E+00
