#
#
# Don't really remember whay I did here, I think I just run again several times using the same parameters but with more time
# given to ptemcee just to check.
#
# [ASteCA v0.4.2-dev]
#
# Created:  [2021-08-10 18:16:24]
# Modified: [2021-11-04 23:07:19]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# r_c: Core radius (3-P King profile).
# r_t: Tidal radius (3-P King profile).
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#           fitted King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#         background.
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
NAME                                  c_x        c_y       r_cl        r_c       rc16       rc84        r_t       rt16       rt84      CI   n_memb_k     n_memb     a_f     z_mean      z_MAP   z_median     z_mode     z_16th     z_84th      z_std  z_R^2     a_mean      a_MAP   a_median     a_mode     a_16th     a_84th      a_std  a_R^2     E_mean      E_MAP   E_median     E_mode     E_16th     E_84th      E_std  E_R^2     d_mean      d_MAP   d_median     d_mode     d_16th     d_84th      d_std  d_R^2     M_mean      M_MAP   M_median     M_mode     M_16th     M_84th      M_std  M_R^2     b_mean      b_MAP   b_median     b_mode     b_16th     b_84th      b_std  b_R^2         Nt
03/ber73                         0.022540   0.030855   0.033241        nan        nan        nan        nan        nan        nan    0.64        nan        nan    0.92  0.0063066 0.00197513 0.00343379 0.00178051 0.000864487  0.0141773 0.00697111   0.79    9.71527    9.99244    9.80263      9.932    9.31744     9.9921   0.278726   0.87   0.206411     0.1716   0.204184   0.222823  0.0991885   0.324037  0.0996577   0.98     13.498    12.8278    13.3442    13.1887    13.0701    14.1186   0.467265   0.93     3595.3    2025.77     2961.2    2463.62    2006.27     5100.3    2094.95    0.8   0.479103  0.0914692   0.460947   0.333634   0.212052   0.759523   0.244886   0.97   3.10E+00
04/ber73                         0.022540   0.030855   0.033241        nan        nan        nan        nan        nan        nan    0.64        nan        nan    0.91 0.00705447 0.00720657 0.00723612 0.00733909 0.00169935 0.00878148 0.00515338   0.83    9.52065    9.27778    9.33526    9.30445    9.28343    9.90546   0.284174    0.8   0.252146   0.330005   0.289471   0.304985   0.132469   0.328178   0.093419    0.9    13.8039    14.0279      13.98     14.142    13.2011    14.2621   0.472418   0.92    3936.58    2618.62    3180.79    2623.45    2101.81    5772.39     2353.8   0.82   0.491798   0.246004    0.47011   0.304805   0.229026   0.776958   0.246588   0.97   3.10E+00
02/ber75                         0.000112   0.004227   0.032595        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.89  0.0141246 0.00728389  0.0130857 0.00761562 0.00577975  0.0251868 0.00809718   0.95    9.69986    9.68211    9.70586    9.73517    9.54273    9.84306   0.161449   0.99  0.0754334   0.125176  0.0657087  0.0294895  0.0208423   0.130954  0.0531057   0.94    14.5758    14.2758    14.5735    14.5246    14.2214    14.9227   0.339163   0.99    7279.41    2655.87    6436.34    3388.38     2579.0    12142.9    4550.44   0.93   0.654027    0.05267   0.781312   0.898198    0.19576   0.953992   0.320604   0.85   3.10E+00
01/ber75                         0.000112   0.004227   0.032595        nan        nan        nan        nan        nan        nan    1.43        nan        nan    0.89  0.0119338   0.019585   0.011338  0.0106114 0.00402708  0.0198551 0.00690563   0.96    9.72196    9.77524    9.74347    9.76634    9.52932    9.89101   0.177667   0.98  0.0859335  0.0146499   0.079413  0.0787387   0.021711    0.16234  0.0572679   0.95    14.5584    14.4749    14.5597    14.6029    14.1981     14.891   0.342108   0.99    7965.34    4488.24    7120.29    3946.86    2967.58    12996.8    4850.96   0.93   0.672561   0.518785   0.805117   0.905405   0.212324    0.96055   0.317423   0.84   3.10E+00
03/ber75                         0.000112   0.004227   0.032595        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.89  0.0112899 0.00999378 0.00983904 0.00451532 0.00325711  0.0196047 0.00735314   0.93     9.7279    9.79035    9.75999    9.81661    9.50803    9.90329   0.191425   0.97  0.0884125  0.0729566  0.0869383  0.0813814  0.0366482   0.140476  0.0481382   0.98    14.5378    14.4711    14.4784    14.4259    14.2122    14.9315   0.352805   0.99    7521.44    5777.76    6390.05    3814.48    2866.97    12439.5    4798.43   0.92   0.661071   0.516967   0.791103   0.901802   0.226282   0.954546   0.312953   0.86   3.10E+00
04/ber75                         0.000112   0.004227   0.032595        nan        nan        nan        nan        nan        nan    1.42        nan        nan    0.88  0.0110712  0.0127024 0.00988238 0.00744144 0.00462004  0.0194112 0.00687302   0.93    9.74913    9.85923     9.7781    9.79021    9.54939    9.89223   0.173304   0.94  0.0854985  0.0364084  0.0764231  0.0369369  0.0253979   0.158721  0.0572465   0.94    14.4845    14.4434    14.4585    14.4386    14.1769    14.8417   0.329303   0.98    7936.27    9357.25    6860.52    3995.07    3114.04    13020.1    4901.01   0.92   0.643153   0.803473   0.760164   0.898198    0.18754   0.955447   0.321594   0.87   3.10E+00
02/ber76                         0.010970   0.005711   0.069275        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.88  0.0157544   0.014719  0.0150712  0.0146871 0.00954725  0.0236588 0.00638743   0.97    9.29694    9.25596    9.26315    9.25455    9.23454    9.34359   0.147081   0.65   0.573697   0.591867   0.579041   0.585468   0.511244   0.635695  0.0695721   0.97    13.6289    13.5456    13.6632    13.6486    13.5102     13.822   0.288356   0.79    4842.33    2397.57    4217.97    3677.52    2881.88    6948.99     2271.7   0.88   0.618587   0.351483    0.62451    0.61952   0.421429   0.819609   0.189175   0.99   3.10E+00
01/ber76                         0.010970   0.005711   0.069275        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.88  0.0139446   0.014038  0.0136405 0.00838198 0.00789151  0.0192492 0.00577595   0.96     9.2846    9.25006    9.26029    9.25793    9.20642    9.31106   0.139813   0.63   0.592818   0.597179   0.599148   0.635197   0.540057   0.651386  0.0671826   0.93    13.6336      13.62    13.6778    13.6998    13.5104     13.819   0.270468   0.78    4825.07    4245.64    4286.79    3910.86    3009.23    6649.34    2190.69   0.87   0.590958   0.516029    0.58156   0.554655   0.390173   0.806552   0.195222   0.99   3.10E+00
03/ber76                         0.010970   0.005711   0.069275        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.88  0.0173001  0.0104454  0.0184672  0.0195291  0.0103432  0.0230123 0.00656232   0.97    9.29911    9.29426    9.27358    9.27201     9.2159    9.33555   0.147183   0.71    0.56288   0.596088   0.562912   0.552614   0.515353   0.617766  0.0642606   0.95    13.6164    13.6527    13.6638    13.6564     13.507    13.8119    0.29951    0.8    4725.46    2826.81    4191.18    3590.98     2864.4    6646.65    2166.18    0.9   0.616619   0.564167   0.623725   0.621922   0.420036   0.822447   0.191222   0.99   3.10E+00
04/ber76                         0.010970   0.005711   0.069275        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.88  0.0173243  0.0267549  0.0177196  0.0260432 0.00917254  0.0260039 0.00728421   0.95    9.33134    9.33183    9.29545    9.29456     9.2289    9.38359   0.174704   0.74   0.552015   0.490207   0.545746   0.518754   0.490158   0.639522  0.0771168   0.97    13.6026     13.627    13.6926     13.721    13.4764     13.836   0.349788   0.77    5221.63    3570.01    4573.72    3837.18    3024.61     7511.9    2527.24    0.9   0.637237    0.58504   0.643625   0.614715   0.425659     0.8478   0.197012   0.98   3.10E+00
01/czernik30                    -0.031131   0.018617   0.043015        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.68  0.0122341  0.0207138  0.0105565 0.00653574 0.00525028  0.0208489 0.00722382   0.93    9.59287      9.558    9.57997    9.55724    9.49727      9.696   0.111916   0.98   0.256681   0.207826   0.256056   0.211772   0.179553   0.333255   0.073349   0.98    14.0411    14.1523     14.056    14.0768    13.8704    14.1905   0.180707   0.98    7493.46    9991.83    6891.43    5837.93    4253.96    10930.7    3363.97   0.95   0.740823   0.922934   0.779748   0.844144    0.56213    0.92169   0.188185   0.92   3.10E+00
02/czernik30                    -0.031131   0.018617   0.043015        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.68  0.0120617 0.00401095  0.0109979 0.00670991 0.00497406  0.0196981 0.00652484   0.95    9.58649    9.54868    9.57279    9.55809    9.50071    9.67575   0.101894   0.97   0.257526   0.350392   0.250315   0.222342   0.188873   0.336889  0.0676599   0.98    14.0263    13.9928    14.0387    14.0648    13.8565    14.1817   0.179763   0.99    7318.72    6253.48    6653.74    5538.87    4086.03    10736.0    3420.98   0.94   0.721393   0.753362    0.75787   0.811712   0.531431   0.911585   0.194118   0.93   3.10E+00
