#
# [ASteCA v0.4.2-dev]
#
# Created:  [2021-07-25 21:19:18]
# Modified: [2021-07-26 04:01:15]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# r_c: Core radius (3-P King profile).
# r_t: Tidal radius (3-P King profile).
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#           fitted King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#         background.
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
NAME                                  c_x        c_y       r_cl        r_c       rc16       rc84        r_t       rt16       rt84      CI   n_memb_k     n_memb     a_f     z_mean      z_MAP   z_median     z_mode     z_16th     z_84th      z_std  z_R^2     a_mean      a_MAP   a_median     a_mode     a_16th     a_84th      a_std  a_R^2     E_mean      E_MAP   E_median     E_mode     E_16th     E_84th      E_std  E_R^2     d_mean      d_MAP   d_median     d_mode     d_16th     d_84th      d_std  d_R^2     M_mean      M_MAP   M_median     M_mode     M_16th     M_84th      M_std  M_R^2     b_mean      b_MAP   b_median     b_mode     b_16th     b_84th      b_std  b_R^2         Nt
06/kronberger39                 -0.002498  -0.000535   0.011214        nan        nan        nan        nan        nan        nan    1.32        nan        nan    0.88  -0.129684  0.0839917  -0.109492  0.0727226  -0.426051   0.153602   0.245221   0.95    9.49554    9.28765    9.44619    9.40745    9.34494     9.6739   0.177057   0.91   0.771826   0.831762   0.775011   0.777076   0.688073   0.862393  0.0908245   0.99    15.5072    15.5514    15.5749     15.647    15.2499    15.7972    0.33584   0.88    15927.9    13685.4    13064.7    9661.93    6353.42    25861.6    10885.7   0.88   0.692773    0.94151   0.753995   0.877778   0.411079   0.944506   0.252179   0.91   3.10E+00
06/saurer6                      -0.001875   0.003188   0.033801        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.89  -0.115826  -0.264224  -0.114213  -0.181843  -0.398619   0.152281   0.238769   0.96    9.20558    9.09086    9.13804    9.09798    9.04583    9.44088   0.205667    0.9   0.938756    1.04981   0.939946    0.93468   0.846229     1.0369   0.100729   0.99    14.7103    14.7637    14.8156    14.9003    14.2577    15.1026   0.442674   0.94    5924.09     4068.3    5247.15    4638.24    3508.13    8175.06     2954.1   0.84   0.526407   0.366098   0.515838   0.469369   0.326114   0.736946   0.197461   0.99   3.10E+00
06/ber75                         0.000112   0.004227   0.032595        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.89  -0.317504   -0.56259  -0.387594   -0.50184  -0.546441 -0.0330972   0.228112   0.89    9.73801     9.6814    9.73648    9.72341    9.68005    9.83956   0.108135   0.94   0.104664   0.157791   0.111696   0.146246  0.0457775   0.156693  0.0485027   0.95    14.5018    14.5785    14.5238     14.564    14.2512    14.7234   0.249435   0.99    7885.49    5518.34    6765.86    4130.83    2957.73    13103.1    4963.04   0.92   0.652728    0.62589   0.774577    0.88979   0.187797   0.955997   0.320287   0.86   3.10E+00
06/ber102                        0.002893  -0.000167   0.042371        nan        nan        nan        nan        nan        nan    0.95        nan        nan    0.90  -0.167983  -0.270662   -0.16895 -0.0264457  -0.454233  0.0741667   0.227266   0.96    9.71294    9.69346    9.68944    9.66958    9.62556    9.84358    0.12067   0.94   0.444677   0.476257   0.447909   0.447299   0.386506   0.512525  0.0608457   0.98    14.3393    14.3021    14.3312    14.3071    14.1362    14.5752    0.21565   0.99    6717.06    6739.65    5770.21     5214.4     4185.5    9189.01     3316.2   0.81   0.553768   0.489405    0.54555   0.530631   0.362661   0.747158   0.188556   0.99   3.10E+00
06/ber29                        -0.053855   0.009055   0.050544        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90  -0.213398  -0.206581  -0.210929  -0.210299  -0.322227 -0.0887111   0.123241   0.96    9.56657    9.51127    9.56881    9.58629    9.51572    9.61163  0.0490774   0.94  0.0710223  0.0753723  0.0738918   0.083018  0.0430144  0.0955356  0.0275923   0.99    15.7795    15.7654    15.7929    15.8107    15.6735    15.8846   0.111405   0.97    12844.1     8676.7    10976.2    9279.02    7355.48    18040.5    6475.08   0.87   0.581389    0.33842   0.563513   0.533033   0.341058   0.822535   0.221311   0.98   3.10E+00
06/vdbh176                      -0.046932  -0.005082   0.036408        nan        nan        nan        nan        nan        nan    1.09        nan        nan    0.88   0.119087 -0.0198631   0.146842   0.247511 -0.0271702   0.263486   0.153498   0.85    9.68403    9.55884    9.70069    9.70036    9.62171    9.70726  0.0660125   0.82   0.533751   0.605054   0.521902    0.51013   0.493794   0.581143  0.0435226   0.94    16.3116    16.2792    16.3083    16.2899     16.242    16.3887  0.0855438   0.93   1.620e+05  1.513e+05  1.663e+05  1.763e+05 1.348e+05  1.897e+05    25786.3   0.96   0.474886   0.663852   0.482711   0.472973   0.345462   0.612882   0.135921   0.98   3.10E+00
06/eso09205                     -0.003015  -0.006759   0.052485        nan        nan        nan        nan        nan        nan    0.60        nan        nan    0.90  -0.158976  -0.436488  -0.123323  -0.433342  -0.437877   0.130987   0.255525   0.84    9.76475    9.78748     9.7772    9.78637    9.71579    9.79688  0.0405113   0.96   0.119735   0.167113   0.114424    0.16786   0.055044   0.170502  0.0540165   0.92    15.5021    15.4489    15.5185    15.5338    15.4349     15.576   0.104831    0.9    33984.1    33321.7    33329.1    32583.4    26570.4    43106.6    9990.31   0.96    0.72911   0.736059   0.743026   0.734574   0.650879   0.863573   0.147527   0.88   3.10E+00
06/saurer1                      -0.000439   0.001937   0.034301        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.77  -0.088118 -0.0696936 -0.0761335 -0.0785857  -0.342809   0.162441   0.215385   0.97    9.81696    9.71992     9.8171    9.82296     9.7145    9.92112   0.107868    1.0   0.121788   0.138564   0.127707    0.15009  0.0660573   0.174104  0.0489514   0.96    15.4486    15.5756    15.4613    15.4869    15.2208    15.6579   0.222898   0.99    11004.1    14998.4    10012.0    7948.27    4793.39    17316.5    6067.34   0.95   0.730004   0.988773    0.81081   0.892192   0.460609    0.95831   0.242368   0.88   3.10E+00
06/fsr1419                      -0.000862   0.012548   0.048699        nan        nan        nan        nan        nan        nan    1.28        nan        nan    0.92 -0.0733887  -0.365113  0.0154751  0.0901026   -0.37577   0.154915   0.235851   0.94    9.66416    9.59882    9.62325    9.57641    9.49416     9.8519   0.172086   0.95   0.574026   0.640664   0.573821   0.569468   0.502479   0.647657  0.0727498   0.99    14.7553     14.819    14.8202     14.891     14.434    14.9884   0.259124   0.91    13066.1    12176.2    10997.2    8632.18    6756.53    19576.9    7300.74   0.87   0.629545   0.724791   0.631614    0.57027   0.401992   0.882379   0.215037   0.97   3.10E+00
06/ber25                         0.059285   0.031199   0.065073        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.75  -0.238873  -0.487238  -0.203807  -0.174687  -0.489927 0.00210747   0.204929   0.93    9.71684    9.61736    9.71772     9.7167    9.62251    9.79099  0.0689505   0.98   0.396725   0.459727   0.392801   0.374501   0.345515    0.45985  0.0493345   0.96    14.3404    14.4732    14.3372    14.3262    14.2499    14.4503   0.116624   0.97    15456.8    20920.5    14840.2    13501.1    9127.31    21919.7    6553.21   0.96   0.771046   0.942566   0.815657   0.887104   0.603999   0.941968   0.181731   0.91   3.10E+00
06/ber76                         0.010970   0.005711   0.069275        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.88  -0.113928  -0.168577  -0.114914  -0.112323  -0.337073   0.024516   0.177373   0.97    9.28188    9.20424    9.25806    9.25386     9.2044     9.3236   0.131084   0.65   0.602365    0.65441   0.604498   0.647781   0.552141   0.661563  0.0664373   0.93    13.6352    13.7392    13.6635    13.6479    13.5278    13.8069   0.253472   0.79    4847.72    4287.68    4256.87    3747.15    3049.61    6786.12    2184.89   0.88   0.611769   0.612698   0.609164   0.599099   0.417728   0.812432   0.188776   0.99   3.10E+00
06/vdbh37                        0.001589   0.021896   0.037203        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.70  -0.088824  -0.406133 -0.0592889   0.135086   -0.40889   0.202129   0.251086   0.93    9.02152    8.84089     8.8679    8.76287    8.63142    9.63871   0.469222   0.91    1.13014    1.32869    1.21698    1.28326   0.797175    1.34199   0.239417   0.88     12.062    12.2606    12.2777    12.5396    10.9972    12.7886   0.766097   0.92    2894.18    2614.91    2471.13    2031.42    1449.79    4306.73    1708.17   0.85   0.541298   0.514214   0.521683   0.453754   0.311287    0.79779   0.219514   0.98   3.10E+00
06/tombaugh2                     0.005000   0.000259   0.060594        nan        nan        nan        nan        nan        nan    0.47        nan        nan    0.94  -0.476554  -0.486858  -0.481345  -0.479525  -0.491233  -0.471597  0.0285302   0.48    9.32724     9.3289    9.32902    9.32978    9.31297    9.33595  0.0135416   0.86   0.394677   0.395125   0.394605   0.394569   0.388955   0.399518 0.00943496    0.9    14.7013    14.6914    14.7042    14.7023    14.6691    14.7432  0.0437767   0.94    20112.3    19493.8    20603.2    21236.6    17620.1    22170.9    2268.58   0.95   0.446469    0.45497   0.450807   0.456045   0.399639   0.489113   0.052484   0.96   3.10E+00
06/ber56                        -0.012303   0.001099   0.080726        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90  -0.340792  -0.347149  -0.344828  -0.346225  -0.349253  -0.336005  0.0316661   0.24    9.71703    9.72005    9.71883    9.72029    9.70504    9.72283  0.0127293   0.83    0.50846   0.509441   0.509031    0.50909   0.502749   0.514146 0.00908463   0.83    15.2231    15.2322    15.2308    15.2335    15.1818    15.2524  0.0355507    0.9    59876.5    67136.8    60654.0    61403.7    53122.2    67053.7     6662.2   0.99   0.678112   0.755035   0.699718   0.722522   0.603144   0.745245  0.0765487    0.9   3.10E+00
06/eso09218                      0.001825  -0.003380   0.051450        nan        nan        nan        nan        nan        nan    1.01        nan        nan    0.95  -0.281556  -0.302523  -0.303532  -0.303768  -0.331321  -0.302064  0.0919393   0.55    9.69621    9.68407    9.68377    9.68006    9.67783    9.70649  0.0316005   0.67   0.234393   0.247239   0.241961   0.243293   0.230851   0.247778  0.0242995   0.62     15.268    15.2397     15.253    15.2398    15.2315    15.3089  0.0516893   0.85    52237.7    54642.6    52435.8    53238.3    44708.3    59341.3    8205.07   0.97   0.601943   0.602597    0.60098   0.579608   0.515475   0.693647  0.0828315   0.99   3.10E+00
